ax, ay, az, gx, gy, gz, temp
-9.28711, 0.19872, 3.27766, -0.00706, 0.01919, 0.04810, 24.72301
-9.28232, 0.20590, 3.29442, -0.00626, 0.02731, 0.04930, 24.72301
-9.27514, 0.10774, 3.22499, -0.00226, 0.02611, 0.05209, 24.72301
-9.26796, 0.04070, 3.20344, -0.00200, 0.02505, 0.04943, 24.72301
-9.29190, 0.10295, 3.15077, -0.00386, 0.02092, 0.04690, 24.81885
-9.25359, 0.14126, 3.14598, -0.00560, 0.02598, 0.04970, 25.01054
-9.26796, 0.18675, 3.23935, -0.00813, 0.02585, 0.04863, 24.86678
-9.32542, 0.19393, 3.25611, -0.00586, 0.02638, 0.04943, 24.81885
-9.26556, 0.16281, 3.19865, -0.00693, 0.02118, 0.05249, 24.81885
-9.27993, 0.16759, 3.20344, -0.00733, 0.02252, 0.04943, 24.91470
-9.25598, 0.12689, 3.19387, 0.00107, 0.02718, 0.04703, 25.01054
-9.27753, 0.14605, 3.20584, -0.00813, 0.02691, 0.05023, 24.91470
-9.32781, 0.12210, 3.21302, -0.00586, 0.02691, 0.04916, 24.81885
-9.30866, 0.08140, 3.22260, -0.00320, 0.02691, 0.04916, 24.86678
-9.27274, 0.11013, 3.18429, -0.00533, 0.02718, 0.05343, 24.72301
-9.24880, 0.17717, 3.21062, -0.00266, 0.02851, 0.05036, 25.05847
-9.23922, 0.16520, 3.24893, -0.00666, 0.02398, 0.05316, 24.72301
-9.26556, 0.14605, 3.26330, -0.00053, 0.02531, 0.04970, 25.01054
-9.30147, 0.11253, 3.28245, -0.00426, 0.02971, 0.05383, 25.01054
-9.29908, 0.09816, 3.22738, -0.00533, 0.02745, 0.05289, 24.72301
-9.27514, 0.12210, 3.26090, -0.00759, 0.02158, 0.05009, 24.86678
-9.28950, 0.14844, 3.15316, -0.00346, 0.02505, 0.04876, 24.72301
-9.29669, 0.18196, 3.23935, -0.01226, 0.02691, 0.04970, 24.91470
-9.28232, 0.16281, 3.20105, -0.00493, 0.02731, 0.04783, 25.01054
-9.26796, 0.15083, 3.28245, -0.00480, 0.02545, 0.05009, 24.86678
-9.28232, 0.08140, 3.25611, -0.00506, 0.02625, 0.05303, 24.81885
-9.28711, 0.08380, 3.26330, -0.00533, 0.02505, 0.04703, 24.91470
-9.27035, 0.15323, 3.14838, -0.00213, 0.02411, 0.05196, 24.91470
-9.30626, 0.20111, 3.19387, -0.00266, 0.02691, 0.05023, 24.81885
